title,abstract,pubYear,targets,normalized_text
From gut microbial ecology to lipid homeostasis: Decoding the role of gut microbiota in dyslipidemia pathogenesis and intervention.,"Dyslipidemia, a complex disorder characterized by systemic lipid profile abnormalities, affects more than half of adults globally and constitutes a major modifiable risk factor for atherosclerotic cardiovascular disease. Mounting evidence has established the gut microbiota (GM) as a pivotal metabolic modulator that is correlated with atherogenic lipid profiles through dietary biotransformation, immunometabolic regulation, and bioactive metabolite signaling. However, the host-microbe interactions that drive dyslipidemia pathogenesis involve complex gene-environment crosstalk spanning epigenetic modifications to circadian entrainment. Mechanistically, GM perturbations disrupt lipid homeostasis <i>via</i> lipopolysaccharide-triggered hepatic very low-density lipoprotein overproduction, short-chain fatty acid-G protein-coupled receptor 43/41-mediated adipocyte lipolysis, bile acid-farnesoid X receptor/Takeda G protein-coupled receptor 5 axis dysfunction altering cholesterol flux, microbial β-oxidation intermediates impairing mitochondrial energetics, and host-microbiota non-coding RNA crosstalk regulating lipogenic genes. This comprehensive review systematically examines three critical dimensions, including bidirectional GM-lipid axis interactions, molecular cascades bridging microbial ecology to metabolic dysfunction, and translational applications of GM modulation through precision probiotics, structure-specific prebiotics, and a metabolically optimized fecal microbiota transplantation protocol. Notwithstanding these advances, critical gaps persist in establishing causal microbial taxa-pathway relationships and optimal intervention timing. Future directions require longitudinal multi-omic studies, gnotobiotic models for mechanistic validation, and machine learning-driven personalized microbiota profiling. This synthesis provides a framework for developing microbiota-centric strategies targeting dyslipidemia pathophysiology, with implications for precision dyslipidemia management and next-generation cardiovascular disease prevention.",2025,"['very low - density lip', '##rotein', 'short - chain fatty acid - g protein - coupled receptor 43 / 41', 'bile acid - farnesoid x receptor', 'takeda g protein - coupled receptor 5']",[]
"The Relationship Between Modeling, Caregiver Education, and Diverse Diet in Costa Rican Preschool Children.","<b>Background/Objectives:</b> Previous literature shows that the demographic characteristics of caregivers, such as educational level, determine health processes in young children. However, the mechanisms through which educational level increases health in this population have scarcely been explored in low- and middle-income countries (LMICs). Evidence also suggests that caregivers who model healthy eating to their children, such as eating healthy foods in front of them or enjoying the consumption of healthy foods, increase the likelihood that their child will do the same. <b>Methods:</b> Eighty-two primary caregivers of children between 3 and 5 years of age in Costa Rica completed an electronic questionnaire with measures on the highest educational level attained, modeling the healthy eating and diet diversity of their children. Diet diversity indicates the intake of seven important groups of macronutrients that are needed for healthy development in Costa Rican children. <b>Results:</b> To investigate these relationships, a simple mediation analysis was carried out, with diet diversity as an outcome, caregiver educational level as a predictor, and modeling as a mediator. The indirect effect of educational level on diet diversity was found to be statistically significant [Effect size = 0.10, 95% C.I. (0.01-0.20)]; <b>Conclusions:</b> Results indicate that high educational level is associated with increased usage of healthy eating modeling with children, and this in turn is positively related to their diet being more diverse. Results suggest that the modeling of healthy eating could be the object of interventions aimed at preventing obesity in Costa Rican children.",2025,[],[]
Anti-Obesity Effect of Liposomal Suspension and Extracts of &lt;i&gt;Hibiscus sabdariffa&lt;/i&gt; and &lt;i&gt;Zingiber officinale&lt;/i&gt; in a Murine Model Fed a Hypercaloric Diet.,"<h4>Background/objectives</h4>Obesity is the primary risk factor for the development of chronic degenerative diseases. Multidisciplinary treatments target multiple pathologies associated with obesity. In this study, a potential adjuvant therapy was evaluated by combining extracts from Hibiscus <i>sabdariffa</i> and <i>Zingiber officinale</i>. These extracts were used in both a simple and liposomal suspension, the latter aimed at enhancing the activity of phenolic compounds and determining various metabolic benefits.<h4>Methods</h4>In this research, the use of biotechnological approaches for the development of a liposomal suspension formulation with appropriate characteristics of stability, particle size, polydispersity index, concentration, and zeta potential induced an effective reduction in body weight and epididymal fat in a murine obesity model over 8 and 45 days.<h4>Results</h4>Treatment with the liposomal suspension reduced variables in the lipid profile, aspartate aminotransferase activity, and energy expenditure, while also promoting an increase in locomotor activity.<h4>Conclusions</h4>Therefore, it is suggested that the liposomal suspension represents an alternative for obesity treatment and the reduction of cardiovascular risks.",2025,['aspartate aminotransferase'],['aspartate aminotransferase']
The Impact of Digital Technologies in Shaping Weight Loss Motivation Among Children and Adolescents.,"<h4>Background/aim</h4>Child and adolescent obesity is currently one of the most pressing public health challenges. Digital technology-based interventions are becoming increasingly important in supporting weight loss motivation and promoting healthy lifestyles. This review aims to assess the effectiveness of technology tools on the BMI (body mass index) and their impact on health attitudes in children and adolescents.<h4>Materials and methods</h4>The study was conducted according to PRISMA guidelines, analysing studies published between 2011 and 2024 on PubMed, Scopus, Web of Science and Google Scholar databases. Of the 1475 articles identified and analysed, 59 met the inclusion criteria. Studies were assessed based on the type of technology used, the type of intervention, family involvement, the level of personalisation and their impact on BMI and motivation.<h4>Results</h4>The systematic review showed that digital technologies-in particular mobile apps, wearables and m-health platforms-can effectively support weight reduction and improved eating habits in children and adolescents. The most beneficial results were observed in interventions that were personalised and included caregiver support. In addition, digital technology was shown to have a positive impact on participants' psychological well-being.<h4>Conclusions</h4>Digital technology-based interventions can be an effective tool in the prevention and treatment of obesity in children and adolescents. However, their success depends on a comprehensive approach that includes psychological, social and cognitive developmental factors.",2025,[],[]
Weight management in overweight or obesity: Implications for cancer pathogenesis and prognosis.,,2025,[],[]
Computerised Algorithms Showed Promise in Identifying Swedish Children With Atypical Growth Patterns.,"<h4>Aim</h4>We used computerised algorithms comparing the performance of the growth assessment criteria recommended in Sweden with those used in Finland and established by the International Obesity Task Force (IOTF).<h4>Methods</h4>Historical data from 3214 Swedish children (51.6% girls) at 4, 6, and 8 years of age were compared with five Finnish screening parameters: the height standard deviation score (height-SDS), body mass index standard deviation score (BMI-SDS), differences in those over time and deviations from target height. In addition, BMI cut-offs in the Swedish, Finnish, and IOTF growth references were compared.<h4>Results</h4>The Finnish screening algorithms identified up to 1.8% of Swedish children with low height-SDS or a negative change in height-SDS, and up to 1.5% with high height-SDS or a positive change in height-SDS. They also identified 26.4% more children with BMI corresponding to underweight, overweight or obesity than the IOTF measure. The Swedish cut-off identified a larger proportion than the Finnish algorithms: 17.4% of boys and 13.6% of girls were short at 4 years of age, while 15.5% of boys and 18.6% of girls were tall. Most children with atypical values were identified by this age.<h4>Conclusion</h4>Computerised Finnish algorithms could identify Swedish children with atypical growth patterns.",2025,[],[]
Bioinformatics tools for drug repurposing: a tutorial using heart failure as a case study☆,,2025,[],[]
Calcium/Calmodulin-Dependent Protein Kinase II Inhibitors Mitigate High-Fat Diet-Induced Obesity in Mice.,"Calcium signaling contributes to obesity and its related disorders, such as diabetes. We herein investigated the effects of calcium/calmodulin-dependent protein kinase II (CaMKII) inhibitors on diet-induced obesity in mice. In mice fed a high-fat diet (HFD), the administration of the CaMKII inhibitor KN-93 and the glycolipid acremomannolipin A with the suppression of CaMKII phosphorylation reduced fat mass in the whole body, epididymal and subcutaneous white adipose tissue weights, and lipid accumulation in epididymal and subcutaneous white adipose tissues, but not muscle mass or bone mineral density at the tibia. Moreover, the administration of KN-93 and acremomannolipin A improved glucose intolerance in HFD-fed mice. In an in vitro study on preadipocytic 3T3-L1 cells and mouse adipose tissue-derived stromal cells, KN-93 and acremomannolipin A suppressed adipogenic differentiation, proliferation, and lipid accumulation. In conclusion, this is the first study to demonstrate that CaMKII inhibitors mitigated the development of diet-induced obesity in mice partly through the suppression of adipogenic differentiation, cell proliferation, and lipid accumulation in adipocytes. Inhibiting CaMKII could be a potential strategy for obesity treatment.",2025,"['calmodulin - dependent protein kinase ii', 'camkii', 'camkii', 'kn - 93', 'acremomannolipin a', 'camkii', 'kn', 'acremomannolipin a', 'acremomannolipin a', 'camkii', 'camkii']","['calmodulin dependent protein kinase ii', 'camkii', 'kn 93', 'acremomannolipin a']"
Cumulative behavioral and metabolic determinants of health are associated with higher inflammation-related indices: insights from a cross-sectional study (NHANES 2005-2018).,"<h4>Objective</h4>This study innovatively investigates the cumulative associations between behavioral determinants of health (BDoH), metabolic determinants of health (MDoH), and systemic inflammation biomarkers in U.S. adults, using a novel cross-sectional framework to quantify their synergistic effects.<h4>Methods</h4>Utilizing cross-sectional data from 18,500 participants in the National Health and Nutrition Examination Survey (NHANES 2005-2018 cycle), we developed a composite exposure model integrating BDoH (smoking status, physical activity, dietary quality) and MDoH (obesity metrics, hypertension, diabetes) through standardized questionnaires and clinical measurements. Systemic immune-inflammation index (SII) and systemic inflammatory response index (SIRI) were calculated from peripheral blood cell counts. Multivariable-adjusted logistic regression models examined dose-response relationships, with trend analysis explicitly testing cumulative BDoH-MDoH interactions.<h4>Results</h4>The cohort (mean age 44.3 ± 0.3 years; 52.4% male) demonstrated significant positive associations between adverse health determinants and inflammatory indices. Current tobacco use (OR = 1.32, 95%CI = 1.18-1.47), suboptimal diet (HEI < 52: OR = 1.24, 95%CI = 1.11-1.38), obesity (BMI ≥ 30 kg/m<sup>2</sup>: OR = 1.41, 95%CI = 1.27-1.56), and central adipometry (OR = 1.39, 95%CI = 1.25-1.54) showed strongest correlations with elevated SII/SIRI. Metabolic disorders exhibited distinct patterns: hypertension and diabetes associated specifically with SIRI elevation (OR = 1.19, 95%CI = 1.06-1.33 and OR = 1.17, 95%CI = 1.03-1.32, respectively), while physical inactivity (<600 MET-min/week) uniquely correlated with SII increase (OR = 1.26, 95%CI = 1.13-1.40). Notably, our cumulative model revealed synergistic effects: exposure to ≥3 adverse behavioral determinants amplified inflammation risks (SII: OR = 1.57, 95%CI = 1.42-1.73; SIRI: OR = 1.49, 95%CI = 1.35-1.64), with significant dose-dependent trends (P-trend<0.001). Co-occurring metabolic abnormalities demonstrated additive inflammatory effects (P-trend<0.001), exceeding individual risk factor impacts.<h4>Conclusion</h4>This cross-sectional study provides the first evidence that integrated BDoH-MDoH cumulative exposure models uncover distinct and synergistic inflammatory pathways. Both individual and combined behavioral-metabolic risk factors significantly associate with systemic inflammation biomarker elevation, highlighting the necessity of dual-target intervention strategies.",2025,[],[]
The Gut Microbiome Obesity Index: A New Analytical Tool in the Metagenomics Workflow for the Evaluation of Gut Dysbiosis in Obese Humans.,"<b>Background/Objectives</b>: Our aim was to create a new method for analyzing metagenomics data, named the gut microbiome obesity index, using a set of taxa/biological functions that correlated with BMI. <b>Methods</b>: A total of 109 obese patients (73 women and 36 men, median BMI 43.0 kg/m<sup>2</sup>), 87 healthy control (HC) individuals (39 females and 48 males, median BMI 22.7 kg/m<sup>2</sup>), and 109 esports players (five females and 104 males, median BMI 23.0 kg/m<sup>2</sup>) were included in the study. To conduct metagenomic and metabolomic analyses, DNA and selected metabolites were isolated from fecal samples and used for whole-genome shotgun sequencing and gas chromatography/mass spectrometry, respectively. <b>Results</b>: Compared with HCs and esports players, obese patients with a BMI > 40 kg/m<sup>2</sup> had a significantly higher alpha diversity, as analyzed by the Shannon index, and significant dissimilarities in beta diversity. Both richness and diversity measures were correlated with BMI. Compared with HCs and esports players, 12 differential bacteria were found in the overall obesity group and 42 were found in those with a BMI > 40 kg/m<sup>2</sup>. Most of the altered species belonged to the <i>Lachnospiraceae</i> family. When the logarithmic relationship of the sums of the bacteria correlated with BMI was calculated to establish a taxonomic health index, it better differentiated between the obesity groups than a standard analytical pipeline; however, it did not differentiate between the HC and the BMI < 35 kg/m<sup>2</sup> obesity group. Therefore, we created a functional index based on BMI-associated biological pathways, which differentiated between all obesity groups. <b>Conclusions</b>: Of the obesity indices used to distinguish between healthy and obese microbiota analyzed in this study, a function-based index was more useful than a taxonomy-based index. We believe that gut microbiome indexes could be useful as part of routine metagenomics evaluations. However, an index developed in one geographical area might not be applicable to individuals in a different region and, therefore, further studies should develop separate indices for different populations or geographical regions rather than relying on a single index.",2025,[],[]
A Group Motivational Interviewing intervention in schools to reduce sugar sweetened beverages intake among young people (DISS): a feasibility study.,"<h4>Introduction</h4>Child obesity is a global public health issue affecting high, middle and low-income countries. The causes of obesity are complex and influenced by environmental and behavioural factors including diet and sedentary lifestyles. Young people consume sugar sweetened drinks (SSB) regularly, providing the largest single source of free sugars in the UK. This paper presents the protocol for a cluster feasibility study that aims to assess feasibility of a school obesity intervention delivered by teachers to reduce SSB consumption among 12-13-year-olds in secondary schools to prevent weight gain by using Group Motivational Interviewing.<h4>Methods</h4>An exploratory mixed-methods design will be used. The aim is to recruit six schools (two control and four intervention) in East London and around 720 pupils. The intervention consists of three components. First, teachers will be upskilled in group motivational interviewing to deliver a series of activities to young people during school time. Second, a mobile app for young people will be developed to support the classroom activities. Lastly, a booklet with healthy lifestyle resources will be developed and sent home for parents. The outcome measures for the feasibility study will include the recruitment and retention rates, barriers and facilitators to intervention implementation, and acceptability among teachers and young people. Additionally, anthropometric, dietary, and lifestyle behaviour measures will be collected at baseline and at 6 months to assess acceptability in preparation for a main trial.<h4>Results</h4>The study findings will be submitted for publication in international peer-reviewed journals and shared at international conferences.<h4>Discussion</h4>The results of the study are expected to inform the development of a future trial and to contribute to research on the prevention of weight gain among young people and the reduction of SSB consumption.",2025,[],[]
Regulation of energy homeostasis by the small guanosine triphosphatase Rac1 in skeletal muscle and adipose tissue.,"Over the past decade, roles of the Rho family small guanosine triphosphatase Rac1 in insulin target tissues, such as skeletal muscle and adipose tissue, in the maintenance of energy homeostasis have been revealed. Insulin is secreted from β cells of pancreatic islets in response to the increase in blood glucose levels. Insulin binds to its receptor on the surface of target cells, triggering the activation of multiple signaling pathways in the cell. Rac1 has been identified as a key component in these signal transduction networks. In skeletal muscle, Rac1 plays a pivotal role in insulin-stimulated glucose uptake from the bloodstream. In white adipocytes, in which triacylglycerol is stored as an energy source, Rac1 is also responsible for multiple physiological events related to adipogenic differentiation. As in the case of skeletal muscle, Rac1 acts as an essential regulator of glucose uptake. Recently, a pivotal role of Rac1 in fatty acid uptake has also been reported. In addition, the de novo synthesis of triacylglycerol through the transcriptional upregulation of genes encoding lipogenic enzymes has been shown to be directed by Rac1. Therefore, Rac1 is considered to be a novel key player in the maintenance of energy homeostasis. In this review, I summarize recent advances in understanding the role of Rac1 in insulin signaling first in skeletal muscle and then in adipose tissue. I also discuss future prospects for potential applications in drug discovery and development.",2025,"['rho family', 'small guanosine triphosphatase rac1', 'insulin', 'insulin', 'insulin', 'rac1', 'rac1', 'insulin', 'rac1', 'rac1', 'rac1', 'rac1', 'rac1', 'rac1', 'insulin']","['rho family', 'insulin', 'rac1']"
"Obesity and Pregnancy: Impact on Childbirth Timing, Delivery Mode, and Maternal Recovery: An Update.","This review explores the impact of maternal obesity on pregnancy outcomes, emphasizing its significant global health challenge and profound implications for both mothers and infants. It influences the timing and mode of childbirth, elevating the risk of conditions like hypertensive disorders, cesarean delivery, and gestational diabetes mellitus. The review focuses on analyzing how maternal obesity affects postpartum recovery, birth timing, and delivery methods. Relevant studies were identified using PubMed and Scopus. Findings indicate that obese pregnant women are at higher risk for medically indicated preterm birth, scheduled and emergency cesarean sections, and labor induction. Postpartum recovery is often prolonged due to breastfeeding challenges, infection risks, and delayed wound healing. Additionally, maternal obesity increases the likelihood of fetal complications such as macrosomia and long-term metabolic disorders. These results highlight the importance of personalized treatments and early weight control to improve the health of both mother and baby. A comprehensive approach integrating clinical care, public health initiatives, and policy measures is essential to reduce pregnancy complications associated with obesity.",2025,[],[]
RNA Modification in Metabolism.,"Epigenetic regulation in disease development has been witnessed within this decade. RNA methylation is the predominant form of epigenetic regulation, and the most prevalent modification in RNA is N6-methyladenosine (m<sup>6</sup>A). Recently, RNA modification has emerged as a potential target for disease treatment. RNA modification is a posttranscriptional gene expression regulation that is involved in both physiological and pathological processes. Evidence suggests that m<sup>6</sup>A methylation significantly affects RNA metabolism, and its abnormal changes have been observed in a variety of diseases. Metabolic diseases are a series of diseases caused by abnormal metabolic processes of the body, the common metabolic diseases include diabetes mellitus, obesity, and nonalcoholic fatty liver disease, etc.; although the pathogenesis of these diseases differs from each other to the current understanding, most recent studies suggested pivotal role m<sup>6</sup>A in modulating these metabolic diseases, and m<sup>6</sup>A-based drug development has been on the agenda. This paper reviewed recent understanding of RNA modification in metabolic diseases, hoping to provide systematic information for those in this area.",2025,[],[]
Considerations and clinical utility of referral pathways for early detection of liver disease in at-risk populations.,"Metabolic dysfunction-associated steatotic liver disease is the most prevalent chronic liver condition, affecting over one-third of the global population, with cirrhosis present in up to 3.3% of cases. Early detection of advanced liver disease in at-risk populations can enable timely intervention, prevent progression, and reduce complications. This review focuses on the current recommendations for early detection of advanced liver disease, evaluates the evidence for the performance of non-invasive tests in the target population for screening, and examines the multifaceted burden of screening, including economic implications and psychological impacts. Additionally, we discuss future directions, such as integrating liver health into a multidisciplinary care framework. Current guidelines recommend case-finding, targeting individuals with type 2 diabetes, metabolically complicated obesity, or persistent elevated liver enzymes. The Fibrosis-4 index is widely endorsed as a first-line non-invasive test, yet the diagnostic performance in primary care settings seems suboptimal, particularly for pre-cirrhotic disease. Sequential strategies incorporating novel non-invasive tests may improve accuracy and cost-effectiveness. Confirmation typically involves vibration-controlled transient elastography. Key challenges include a large eligible population, uncertainties in optimal screening intervals, patient adherence to follow-up, and limited real-world cost-effectiveness data. Integrating liver health assessment into cardiometabolic care pathways, reflex testing, telehealth, and patient education may enhance uptake. While challenges remain, early detection of advanced liver disease is already likely cost-effective. Ongoing advances in screening pathways and treatment options are expected to further strengthen the case for widespread implementation.",2025,[],[]
Report of a Meeting: An Expert Consultation on Body Composition and Adiposity for Children and Adolescents in All Their Diversity.,"We convened experts to discuss methods for measuring body composition and diagnosing obesity among infants, children, and adolescents aged 0-19 y. The motivation for this meeting was to inform critical decisions for a systematic review protocol to assess the diagnostic test accuracy (DTA) of body mass index (BMI)-for-age and sex for diagnosing infants, children, and adolescents with excessive adiposity that can impair health. Thirty-nine clinicians and researchers from 23 countries provided written responses and/or attended 1 of 2 virtual meetings held in January 2024. Experts were asked to share their perspectives about methods and clinical tests used to measure body composition, including thresholds and adiposity types (i.e., total or central), for diagnosing obesity for infants, children, and adolescents. Experts suggested that deuterium oxide dilution, magnetic resonance imaging, dual energy X-ray absorptiometry, air displacement plethysmography, hydrostatic weighing, and multicompartmental models were acceptable to measure body composition, with the 4-compartmental model preferred. Waist circumference and bioelectrical impedance were preferred clinical tests to use either alone or in combination with BMI for diagnosing obesity; preferential use was country specific. Most experts preferred fat mass index (fat mass/height<sup>2</sup>) to % body fat as the metric, because it is more sensitive to changes over time and depends on age and height, similar to BMI. Experts agreed that total and regional adiposity are important for determining metabolic risk related to obesity, but using central adiposity for diagnosing obesity is challenging due to variations in body type. All agreed that age, race, ethnicity, and puberty stage should be considered when defining thresholds of obesity. This input from experts informed the systematic review protocol for an assessment of the DTA of BMI to support the World Health Organization's guideline development for the integrated management of children and adolescents with obesity in all their diversity.",2025,[],[]
Metabolic dysfunction-associated steatotic liver disease: an emerging comorbidity in COPD.,"Chronic obstructive pulmonary disease (COPD) and metabolic dysfunction-associated steatotic liver disease (MASLD) are highly prevalent conditions that frequently coexist. MASLD, now the leading cause of chronic liver disease globally, affects up to 25% of the population and is increasingly recognized in COPD patients. Shared cardiometabolic risk factors, chronic inflammation, and lipid-mediated injury underpin their pathophysiological link. This review outlines the epidemiology, shared mechanisms, and clinical impact of MASLD in COPD, as well as diagnostic strategies and current management approaches. Recognizing MASLD as a clinically significant comorbidity in COPD may offer new opportunities for risk stratification, integrated care, and targeted therapeutic interventions, underscoring the need for further research into their mechanistic interplay and bidirectional impact.",2025,[],[]
Targeting negative phosphorylation to activate AMPK.,"AMPK is a master regulator of metabolism and is highly conserved and ubiquitously expressed. Activation of AMPK stimulates the catabolic pathway (glucose utilization and β-oxidation) and inhibits the anabolic pathway (gluconeogenesis, protein synthesis, and lipogenesis), leading to improvement of cellular energy status. However, the mechanisms of maintaining low cellular AMPK activity are not fully understood. We and other investigators showed that activated PKA in the glucagon-cAMP signaling pathway and insulin-activated AKT both can directly phosphorylate AMPKα1/2 at S496/491 to inhibit AMPK activity. In the current study, we found that activation of AMPK by an activator, AICAR, led to elevated and prolonged phosphorylation of AMPKα1/2 at S496/S491, reflecting a feedback inhibition of AMPK activity. In an in vitro assay, functional AMPKα1β1γ1 or AMPKα2β1γ1 can phosphorylate AMPKα1 at S496 or AMPKα2 at S491, respectively. We designed and successfully screened a new AMPKα2-targeting peptide to activate AMPK through competitively blocking the negative phosphorylation, resulting in suppression of gluconeogenic gene expression and promotion of mitochondrial fission in hepatocytes.",2025,"['ampk', 'ampk', 'cellular ampk', 'pka', 'glucagon', 'insulin', 'akt', 'ampkα1 / 2', 'ampk', 'ampk', 'aicar', 'ampkα1 / 2', 'ampk', 'ampkα1β1γ1', 'ampkα2β1γ1', 'ampkα1', 'ampkα2', 'ampkα2 - targeting peptide', 'ampk']","['ampk', 'pka', 'glucagon', 'insulin', 'akt', 'aicar', 'ampkα1', 'ampkα2']"
Cardioprotection Reloaded: Reflections on 40 Years of Research.,"Over the past four decades, cardioprotective research has revealed an extraordinary complexity of cellular and molecular mechanisms capable of mitigating ischemia/reperfusion injury (IRI). Among these, ischemic conditioning has emerged as one of the most influential discoveries: brief episodes of ischemia followed by reperfusion activate protective programs that reduce myocardial damage. These effects can be elicited locally (pre- or postconditioning) or remotely (remote conditioning), acting mainly through paracrine signaling and mitochondria-linked kinase pathways, with both early and delayed windows of protection. We have contributed to clarifying the roles of mitochondria, oxidative stress, prosurvival kinases, connexins, extracellular vesicles, and sterile inflammation, particularly via activation of the NLRP3 inflammasome. Despite robust preclinical evidence, clinical translation of these approaches has remained disappointing. The challenges largely stem from experimental models that poorly reflect real-world clinical settings-such as advanced age, comorbidities, and multidrug therapy-as well as the reliance on surrogate endpoints that do not reliably predict clinical outcomes. Nevertheless, interest in multi-target protective strategies remains strong. New lines of investigation are focusing on emerging mediators-such as gasotransmitters, extracellular vesicles, and endogenous peptides-as well as targeted modulation of inflammatory responses. Future perspectives point toward personalized cardioprotection tailored to patient metabolic and immune profiles, with special attention to high-risk populations in whom IRI continues to represent a major clinical challenge.",2025,"['connexins', 'nlrp3 inflam', '##ome']",['connexins']
Exploring the link between muscle quality and erectile dysfunction: assessing the impact of mass and strength.,"<h4>Introduction</h4>Sexual dysfunction is a prevalent issue affecting quality of life. Skeletal muscle mass and strength are emerging biomarkers for overall health. Considered in tandem, sexual function and muscle mass have significant implications for well-being.<h4>Objectives</h4>We aim to explore the relationship between skeletal muscle parameters and sexual function via mechanisms and discuss the role of testosterone.<h4>Methods</h4>PubMed literature searches were conducted using MeSH: ""Muscle, Skeletal,"" ""Sexual Dysfunctions, Physiological,"" and ""Sexual Dysfunctions, Psychological."" Keywords included ""sarcopenia,"" ""muscle mass,"" ""muscle strength,"" ""hand strength,"" ""resistance training,"" ""skeletal muscle,"" ""weight lifting,"" ""sexual function,"" ""sexual dysfunction,"" ""erectile function,"" ""erectile dysfunction,"" and ""male sexual function.""<h4>Results</h4>This yielded 355 results and 32 were included. Skeletal muscle mass and strength contribute independently to healthy sexual function through metabolic and endothelial mechanisms, particularly in aging adults and men with comorbidities like sarcopenia, diabetes, and obesity. Cross-sectional studies using muscle volume, hand-grip strength (HGS), and bioelectrical impedance assessment show correlations between muscle parameters and erectile function, sexual desire, and overall sexual satisfaction. In older men, HGS correlates with decreased erectile dysfunction risk (OR: 0.86 per 5 kg, 95% CI 0.78-0.96). Despite the established influence of testosterone on muscle and endothelial health, an independent correlation between HGS and International Index of Erectile Function-5 (IIEF-5) score persists after adjustment for serum testosterone (β = .169, P = .037) showing the strength of this relationship independent of testosterone.<h4>Conclusion</h4>There is a positive correlation between erectile function and muscle health. Maintaining skeletal muscle with nutrition and physical activity improves erectile and overall health outcomes. Therapies that target sexual function and muscle health simultaneously (eg, testosterone and L-carnitine) may further benefit sexual function. Future studies are warranted to strengthen and elucidate this relationship and to follow the longitudinal outcomes of these therapies on sexual health.",2025,[],[]
Raising the Topic: Clinical Needs Assessment and Co-Design of Targeted Clinical Resources for Primary Healthcare Practitioners to Prevent and Manage Childhood Obesity.,"<h4>Introduction</h4>This study aimed to (a) determine the unmet clinical resource needs of multidisciplinary primary healthcare practitioners (PHPs) to overcome evidence-based barriers to preventing and managing childhood obesity in practice; and (b) co-design precision solutions to the identified needs of PHPs.<h4>Methods</h4>This qualitative study was conducted across three phases: (1) clinical needs assessment with 18 multidisciplinary PHPs over five virtual focus groups, (2) participatory, user-centred co-design via an online design workshop with five PHPs and four caregivers, and (3) clinical resource prototype development and qualitative user feedback. Data was thematically analysed using the Framework Method.<h4>Results</h4>Clinical needs assessment (phase 1) identified unmet resource needs across four themes: (a) visual and simple clinically integrated media; (b) positive, health-focused language and countering shame; (c) referral opportunities and clinical upskilling in priority areas; (d) practical family-based, culturally appropriate and early years focus. Co-design (phase 2) developed nine clinical resource solutions. A prototype was developed for clinical piloting that targets the pervasive barrier of initiating a conversation about weight and healthy growth-the BRAVE (Build relationships, Raise respectfully, Ask about attitudes, Validate values, Engage & enable) framework. The purpose of BRAVE is to improve PHP self-efficacy to raise the topic of weight and to provide a safe, trusted and empowering environment for children and families.<h4>Conclusions</h4>This study uncovered unmet clinical resource needs for PHPs to confidently address childhood obesity and co-designed a new clinical resource to help PHPs raise the topic of weight with families that is ready for clinical piloting.",2025,[],[]
"Case Report: Efficacy and safety of dose-escalated Mazdutide, a GLP-1/GCGR dual agonist, in an adolescent with obesity, type 2 diabetes, and hyperuricemia.","<h4>Objective</h4>Mazdutide, a glucagon-like peptide-1/glucagon receptor (GLP - 1/GCGR) dual agonist, has shown marked efficacy in glycemic control, weight loss, and metabolic improvement in adults. However, data in adolescents remain limited. This report explores its therapeutic potential in an adolescent with obesity-related type 2 diabetes mellitus (T2DM) and hyperuricemia (HUA).<h4>Study design and methods</h4>We report the case of a 15-year-old male patient diagnosed with obesity (BMI: 30.64 kg/m²), type 2 diabetes mellitus (HbA1c: 9.60%), and hyperuricemia (serum uric acid: 511 μmol/L). The patient underwent a dose-escalation regimen of Mazdutide (2 mg → 4 mg → 6 mg, administered subcutaneously once weekly) in combination with metformin and insulin to evaluate therapeutic efficacy and safety outcomes.<h4>Results</h4>After 36 weeks, the patient showed significant improvement: weight decreased by 16.8 kg (18.89% BMI reduction), uric acid dropped by 37.00%, and HbA1c fell by 21.88%. No hypoglycemic episodes occurred. Lipid levels improved notably: triglycerides fell by 69.02%, total cholesterol by 13.65%, and LDL cholesterol by 17.27%. Hepatic steatosis resolved by week 14, as confirmed by ultrasound. No adverse events were reported, and benefits were sustained post-treatment.<h4>Conclusions</h4>Mazdutide exhibited robust metabolic efficacy and good tolerability in an adolescent with obesity, T2DM, and HUA. It improved glycemic control, reduced weight and uric acid, reversed steatosis, and modulated lipid profiles. These findings support its potential as a comprehensive treatment for adolescent metabolic disorders.",2025,"['glucagon - like peptide - 1', 'glucagon receptor', 'g', '##lp - 1', 'gcgr', 'insulin', 'h', '##1', 'ldl cholester']","['glucagon like peptide 1', 'glucagon receptor', 'gcgr', 'insulin']"
"Nutrition disorders and related conditions—Prevalence, overlap and relation to one year survival in geriatric patients",,2025,[],[]
Targeting fibrosis and steatohepatitis through the metabolism – results from the ESSENCE trial,,2025,[],[]
